prob_default,uncertainty,segment
0.6489506,0.020323826,Medium / Monitor
0.4195842,0.021461744,Medium / Monitor
0.39497498,0.037118886,Medium / Monitor
0.74500126,0.01048413,High Risk (Confident)
0.46576595,0.017402845,Medium / Monitor
0.66571635,0.02008095,Medium / Monitor
0.4379498,0.017069755,Medium / Monitor
0.58374494,0.024961222,Medium / Monitor
0.34540007,0.031226162,Medium / Monitor
0.40494204,0.016934648,Medium / Monitor
0.73382074,0.020331291,High Risk (Confident)
0.4079891,0.02092284,Medium / Monitor
0.32060316,0.016577566,Medium / Monitor
0.57589966,0.022110123,Medium / Monitor
0.5421167,0.019731617,Medium / Monitor
0.20318021,0.032986507,Low Risk
0.24093036,0.020038245,Low Risk
0.367502,0.011645955,Medium / Monitor
0.49989113,0.021910267,Medium / Monitor
0.34506187,0.014369244,Medium / Monitor
0.43032256,0.018540844,Medium / Monitor
0.46895686,0.019804448,Medium / Monitor
0.61431485,0.028028304,Medium / Monitor
0.30681247,0.013810669,Medium / Monitor
0.5552717,0.026228061,Medium / Monitor
0.37129435,0.01768153,Medium / Monitor
0.3809132,0.038774483,Medium / Monitor
0.4764534,0.017205564,Medium / Monitor
0.2961394,0.053483352,Low Risk
0.6478328,0.054756384,Medium / Monitor
0.5665327,0.028928747,Medium / Monitor
0.4491452,0.01577003,Medium / Monitor
0.30158338,0.012973059,Medium / Monitor
0.49549675,0.045625914,Medium / Monitor
0.4685851,0.02690992,Medium / Monitor
0.677763,0.026529297,Medium / Monitor
0.4225865,0.0129671665,Medium / Monitor
0.700893,0.016367035,High Risk (Confident)
0.55493766,0.017403327,Medium / Monitor
0.26765755,0.02544527,Low Risk
0.7247072,0.025933389,High Risk (Confident)
0.46209258,0.020682547,Medium / Monitor
0.55974954,0.019980105,Medium / Monitor
0.57109696,0.019786734,Medium / Monitor
0.53933525,0.02353732,Medium / Monitor
0.6842793,0.024933191,Medium / Monitor
0.18356827,0.029468168,Low Risk
0.53391993,0.015785798,Medium / Monitor
0.51550126,0.034839287,Medium / Monitor
0.3536372,0.015134641,Medium / Monitor
0.5528649,0.021482415,Medium / Monitor
0.56028867,0.019316204,Medium / Monitor
0.55913097,0.014069502,Medium / Monitor
0.32868096,0.0824243,Medium / Monitor
0.43176958,0.019437736,Medium / Monitor
0.6230136,0.013441115,Medium / Monitor
0.73111147,0.013508068,High Risk (Confident)
0.42811272,0.021104312,Medium / Monitor
0.34325746,0.024213215,Medium / Monitor
0.6600945,0.013364504,Medium / Monitor
0.21588203,0.015558303,Low Risk
0.5254967,0.014900829,Medium / Monitor
0.10916807,0.025754647,Low Risk
0.5029693,0.015945403,Medium / Monitor
0.4722351,0.017500207,Medium / Monitor
0.65467674,0.022897726,Medium / Monitor
0.2819249,0.012955593,Low Risk
0.47962958,0.013937025,Medium / Monitor
0.36523268,0.030481406,Medium / Monitor
0.47685444,0.07772577,Medium / Monitor
0.53403884,0.014544286,Medium / Monitor
0.69083333,0.010608974,Medium / Monitor
0.5191516,0.02651128,Medium / Monitor
0.55705863,0.019907063,Medium / Monitor
0.23990849,0.06655012,Low Risk
0.34761876,0.035281427,Medium / Monitor
0.39759493,0.01891214,Medium / Monitor
0.32991585,0.021171058,Medium / Monitor
0.6207673,0.01644464,Medium / Monitor
0.5503429,0.023553919,Medium / Monitor
0.5392419,0.0137635935,Medium / Monitor
0.66245705,0.012970125,Medium / Monitor
0.3079119,0.024044514,Medium / Monitor
0.63379073,0.025358172,Medium / Monitor
0.5002888,0.025263987,Medium / Monitor
0.7162382,0.015802385,High Risk (Confident)
0.5679521,0.016547933,Medium / Monitor
0.55138224,0.024911666,Medium / Monitor
0.30953538,0.033675473,Medium / Monitor
0.48848766,0.0215048,Medium / Monitor
0.2985606,0.016394617,Low Risk
0.29748568,0.036340486,Low Risk
0.53655434,0.018380072,Medium / Monitor
0.3274908,0.020778308,Medium / Monitor
0.6697935,0.019769523,Medium / Monitor
0.2606303,0.028857753,Low Risk
0.53394765,0.02223927,Medium / Monitor
0.14780381,0.020535726,Low Risk
0.39180046,0.025252298,Medium / Monitor
0.6997476,0.015020385,Medium / Monitor
0.5519579,0.018855713,Medium / Monitor
0.14198324,0.016911007,Low Risk
0.49150077,0.0149569325,Medium / Monitor
0.35418364,0.015999652,Medium / Monitor
0.15310025,0.021297356,Low Risk
0.63684285,0.05433845,Medium / Monitor
0.49319267,0.021580083,Medium / Monitor
0.56549907,0.019252017,Medium / Monitor
0.46961635,0.027189568,Medium / Monitor
0.08321573,0.02088571,Low Risk
0.65441996,0.01896725,Medium / Monitor
0.41717386,0.018983062,Medium / Monitor
0.17938982,0.01498142,Low Risk
0.70471555,0.017157981,High Risk (Confident)
0.5753329,0.016750652,Medium / Monitor
0.4712868,0.025487775,Medium / Monitor
0.54923433,0.019385321,Medium / Monitor
0.22994328,0.019295102,Low Risk
0.38274404,0.01663288,Medium / Monitor
0.7114815,0.022060001,High Risk (Confident)
0.21879935,0.043287475,Low Risk
0.61805665,0.023708327,Medium / Monitor
0.5645457,0.020735336,Medium / Monitor
0.71965444,0.017277345,High Risk (Confident)
0.27718586,0.011593983,Low Risk
0.55897146,0.017866023,Medium / Monitor
0.3073678,0.0260446,Medium / Monitor
0.40164036,0.016168812,Medium / Monitor
0.70237046,0.01567157,High Risk (Confident)
0.43390316,0.02364854,Medium / Monitor
0.33931333,0.021155547,Medium / Monitor
0.40671527,0.019469718,Medium / Monitor
0.36609992,0.024402238,Medium / Monitor
0.6820356,0.01604612,Medium / Monitor
0.6901867,0.018078608,Medium / Monitor
0.5504438,0.038310334,Medium / Monitor
0.5763605,0.0146737145,Medium / Monitor
0.29517534,0.020666424,Low Risk
0.27392244,0.018081985,Low Risk
0.51646876,0.022289608,Medium / Monitor
0.5374393,0.01922615,Medium / Monitor
0.49464887,0.016233237,Medium / Monitor
0.52966875,0.026698122,Medium / Monitor
0.5280037,0.027046517,Medium / Monitor
0.22130817,0.02570317,Low Risk
0.6658727,0.01573749,Medium / Monitor
0.44136968,0.019690493,Medium / Monitor
0.42117655,0.048941642,Medium / Monitor
0.5843065,0.015960021,Medium / Monitor
0.50966334,0.02523309,Medium / Monitor
0.4624388,0.0169847,Medium / Monitor
0.41423944,0.02035636,Medium / Monitor
0.3115884,0.042194404,Medium / Monitor
0.121405266,0.045336768,Low Risk
0.39093778,0.024979979,Medium / Monitor
0.65711296,0.017477144,Medium / Monitor
0.5059668,0.02748644,Medium / Monitor
0.58083564,0.025788726,Medium / Monitor
0.5555309,0.020764614,Medium / Monitor
0.55393606,0.052040756,Medium / Monitor
0.49605942,0.022173936,Medium / Monitor
0.3194012,0.025814867,Medium / Monitor
0.68785053,0.016167276,Medium / Monitor
0.45790944,0.030567357,Medium / Monitor
0.60720855,0.020930747,Medium / Monitor
0.5353898,0.023355039,Medium / Monitor
0.5821057,0.04507355,Medium / Monitor
0.6082354,0.016864799,Medium / Monitor
0.49636024,0.035891652,Medium / Monitor
0.7459488,0.028477496,High Risk (Confident)
0.44874364,0.021524634,Medium / Monitor
0.37638122,0.032741096,Medium / Monitor
0.36344835,0.025577838,Medium / Monitor
0.37668672,0.026181642,Medium / Monitor
0.3838809,0.018229749,Medium / Monitor
0.32957113,0.024909958,Medium / Monitor
0.74376714,0.010688675,High Risk (Confident)
0.35643005,0.029263135,Medium / Monitor
0.65044963,0.0126712015,Medium / Monitor
0.3547095,0.020174744,Medium / Monitor
0.38273236,0.01765449,Medium / Monitor
0.6671906,0.025065409,Medium / Monitor
0.38621026,0.046389475,Medium / Monitor
0.3471449,0.02114131,Medium / Monitor
0.2577595,0.036337852,Low Risk
0.5414146,0.028037956,Medium / Monitor
0.06683353,0.009236044,Low Risk
0.6356973,0.029784333,Medium / Monitor
0.567691,0.012669514,Medium / Monitor
0.24358164,0.046513952,Low Risk
0.60914046,0.012144169,Medium / Monitor
0.42759717,0.023038909,Medium / Monitor
0.31523907,0.02397626,Medium / Monitor
0.57414836,0.020915627,Medium / Monitor
0.25930533,0.024167454,Low Risk
0.7369718,0.010457046,High Risk (Confident)
0.3792187,0.016611896,Medium / Monitor
0.47036484,0.023140565,Medium / Monitor
0.2720518,0.01305904,Low Risk
0.43457097,0.016296737,Medium / Monitor
0.67985696,0.024602417,Medium / Monitor
0.5517237,0.029848212,Medium / Monitor
0.49489567,0.01731754,Medium / Monitor
0.21569675,0.019308902,Low Risk
0.4641845,0.025300806,Medium / Monitor
0.44512632,0.014896754,Medium / Monitor
0.4364413,0.030929951,Medium / Monitor
0.47892883,0.043351315,Medium / Monitor
0.5339635,0.02098514,Medium / Monitor
0.5284803,0.016727824,Medium / Monitor
0.62863576,0.02347292,Medium / Monitor
0.6812667,0.019969387,Medium / Monitor
0.57614267,0.016289024,Medium / Monitor
0.6097374,0.014979001,Medium / Monitor
0.5790978,0.027838813,Medium / Monitor
0.6328626,0.021975614,Medium / Monitor
0.43529886,0.026215157,Medium / Monitor
0.43535766,0.047478296,Medium / Monitor
0.45857552,0.020990796,Medium / Monitor
0.3867566,0.019433089,Medium / Monitor
0.2912162,0.016676014,Low Risk
0.42347628,0.019930651,Medium / Monitor
0.47629634,0.02549116,Medium / Monitor
0.53338647,0.020218177,Medium / Monitor
0.3038666,0.03617305,Medium / Monitor
0.59019053,0.01736841,Medium / Monitor
0.6504138,0.01749042,Medium / Monitor
0.4945075,0.017414222,Medium / Monitor
0.4095295,0.024725074,Medium / Monitor
0.19190022,0.02526667,Low Risk
0.52938133,0.02751228,Medium / Monitor
0.5695361,0.034355905,Medium / Monitor
0.54858613,0.03555035,Medium / Monitor
0.21422912,0.015502688,Low Risk
0.6144007,0.04545507,Medium / Monitor
0.2876723,0.017446805,Low Risk
0.6750582,0.013796453,Medium / Monitor
0.35242844,0.025478225,Medium / Monitor
0.19440815,0.014507696,Low Risk
0.4469533,0.021127159,Medium / Monitor
0.6492977,0.012730137,Medium / Monitor
0.42758575,0.020601384,Medium / Monitor
0.46254104,0.022710647,Medium / Monitor
0.26226565,0.030146642,Low Risk
0.35709864,0.04635808,Medium / Monitor
0.20027354,0.0184956,Low Risk
0.4874029,0.01660939,Medium / Monitor
0.69031656,0.02162984,Medium / Monitor
0.30358413,0.028154805,Medium / Monitor
0.50484157,0.016626183,Medium / Monitor
0.68710864,0.015531199,Medium / Monitor
0.6245041,0.01735505,Medium / Monitor
0.63958955,0.02080499,Medium / Monitor
0.4825327,0.014725923,Medium / Monitor
0.5578435,0.034716647,Medium / Monitor
0.8377257,0.011173637,High Risk (Confident)
0.3457051,0.022408735,Medium / Monitor
0.082293645,0.029043186,Low Risk
0.5865467,0.036904596,Medium / Monitor
0.73428375,0.017044079,High Risk (Confident)
0.75242287,0.012760106,High Risk (Confident)
0.3137974,0.041324493,Medium / Monitor
0.8164605,0.027100667,High Risk (Confident)
0.40728146,0.0291742,Medium / Monitor
0.67414737,0.02026248,Medium / Monitor
0.44432166,0.017490458,Medium / Monitor
0.35402265,0.021952195,Medium / Monitor
0.3567511,0.022733212,Medium / Monitor
0.60821927,0.035963956,Medium / Monitor
0.65059525,0.026549371,Medium / Monitor
0.45774218,0.017689109,Medium / Monitor
0.3257117,0.023101948,Medium / Monitor
0.37286845,0.0472416,Medium / Monitor
0.12384123,0.018741088,Low Risk
0.454618,0.026136652,Medium / Monitor
0.38317582,0.014833976,Medium / Monitor
0.3601905,0.024026794,Medium / Monitor
0.54283583,0.047493264,Medium / Monitor
0.31073087,0.025561636,Medium / Monitor
0.44972447,0.016428802,Medium / Monitor
0.5803739,0.022587446,Medium / Monitor
0.5771778,0.016229602,Medium / Monitor
0.6903622,0.01901747,Medium / Monitor
0.5604939,0.033255357,Medium / Monitor
0.6223818,0.02350143,Medium / Monitor
0.3361844,0.028545743,Medium / Monitor
0.29279864,0.0254109,Low Risk
0.7228169,0.0154445255,High Risk (Confident)
0.32603952,0.016422207,Medium / Monitor
0.3578071,0.06144807,Medium / Monitor
0.58917904,0.015208579,Medium / Monitor
0.18652883,0.017559834,Low Risk
0.5060925,0.044685584,Medium / Monitor
0.38389963,0.015422644,Medium / Monitor
0.50429076,0.03818275,Medium / Monitor
0.42690367,0.018373838,Medium / Monitor
0.5503587,0.017421013,Medium / Monitor
0.25700447,0.03302848,Low Risk
0.31154677,0.02676338,Medium / Monitor
0.6637274,0.021249827,Medium / Monitor
0.27146694,0.018904336,Low Risk
0.558556,0.022235502,Medium / Monitor
0.49754196,0.021446083,Medium / Monitor
0.25027803,0.052442677,Low Risk
0.31502563,0.058615483,Medium / Monitor
0.47542566,0.028724536,Medium / Monitor
0.52839917,0.019063381,Medium / Monitor
0.34692997,0.020023882,Medium / Monitor
0.3015502,0.018845722,Medium / Monitor
0.3006309,0.057244144,Medium / Monitor
0.6008578,0.023084776,Medium / Monitor
0.8079243,0.011612756,High Risk (Confident)
0.28225076,0.013289827,Low Risk
0.4940734,0.016050788,Medium / Monitor
0.13290234,0.01649661,Low Risk
0.7140919,0.014537321,High Risk (Confident)
0.6906594,0.018728627,Medium / Monitor
0.41084522,0.02288859,Medium / Monitor
0.45591077,0.019424638,Medium / Monitor
0.3064975,0.038184635,Medium / Monitor
0.49380955,0.013638324,Medium / Monitor
0.22014187,0.024702746,Low Risk
0.6473579,0.013211431,Medium / Monitor
0.3075145,0.01801071,Medium / Monitor
0.54546744,0.018854327,Medium / Monitor
0.36893982,0.019195195,Medium / Monitor
0.36361462,0.028847164,Medium / Monitor
0.56161416,0.01807751,Medium / Monitor
0.38361555,0.027983645,Medium / Monitor
0.41540506,0.023161558,Medium / Monitor
0.57183474,0.025880866,Medium / Monitor
0.56096065,0.01806593,Medium / Monitor
0.278479,0.019133296,Low Risk
0.22413056,0.033171162,Low Risk
0.55965734,0.025929881,Medium / Monitor
0.5403865,0.017757326,Medium / Monitor
0.45516163,0.021831153,Medium / Monitor
0.7683744,0.014505243,High Risk (Confident)
0.39604795,0.02144272,Medium / Monitor
0.3195526,0.0251781,Medium / Monitor
0.5781348,0.014261317,Medium / Monitor
0.17514613,0.039541278,Low Risk
0.32410824,0.021615794,Medium / Monitor
0.59131104,0.015950166,Medium / Monitor
0.59444785,0.0347313,Medium / Monitor
0.58584976,0.023060374,Medium / Monitor
0.5754292,0.026315868,Medium / Monitor
0.6237975,0.025349451,Medium / Monitor
0.56190574,0.016349176,Medium / Monitor
0.20632847,0.027018929,Low Risk
0.20768268,0.01805297,Low Risk
0.7369126,0.01467783,High Risk (Confident)
0.52681804,0.03631951,Medium / Monitor
0.5482638,0.016079942,Medium / Monitor
0.55219287,0.022932844,Medium / Monitor
0.6199204,0.052926786,Medium / Monitor
0.49274063,0.037128083,Medium / Monitor
0.54157436,0.018308057,Medium / Monitor
0.49976233,0.018342484,Medium / Monitor
0.44735405,0.02789184,Medium / Monitor
0.14167401,0.016274786,Low Risk
0.56332153,0.015799059,Medium / Monitor
0.31738922,0.02882382,Medium / Monitor
0.3707252,0.030191276,Medium / Monitor
0.45416147,0.031307973,Medium / Monitor
0.5445881,0.018433696,Medium / Monitor
0.51222396,0.020099547,Medium / Monitor
0.46722442,0.01595011,Medium / Monitor
0.5007056,0.01645534,Medium / Monitor
0.40548736,0.03787344,Medium / Monitor
0.58124316,0.01306103,Medium / Monitor
0.4923306,0.024492692,Medium / Monitor
0.52952313,0.023924163,Medium / Monitor
0.47215796,0.023920227,Medium / Monitor
0.4512596,0.026370825,Medium / Monitor
0.3366907,0.017552655,Medium / Monitor
0.6082326,0.0215236,Medium / Monitor
0.6024066,0.01373731,Medium / Monitor
0.3912948,0.02506121,Medium / Monitor
0.50781757,0.014869276,Medium / Monitor
0.44574374,0.026630964,Medium / Monitor
0.40210953,0.017234925,Medium / Monitor
0.16565657,0.027984269,Low Risk
0.52750576,0.020357411,Medium / Monitor
0.41043484,0.029656127,Medium / Monitor
0.34203628,0.023924133,Medium / Monitor
0.45564514,0.039781153,Medium / Monitor
0.29781377,0.038077883,Low Risk
0.45123592,0.022394992,Medium / Monitor
0.48879033,0.021226324,Medium / Monitor
0.67399395,0.013459625,Medium / Monitor
0.6744425,0.025340796,Medium / Monitor
0.5472128,0.025965735,Medium / Monitor
0.28901112,0.035432477,Low Risk
0.22829169,0.021901703,Low Risk
0.5902309,0.01485293,Medium / Monitor
0.5517018,0.027654184,Medium / Monitor
0.40118685,0.0130584985,Medium / Monitor
0.38377208,0.013495624,Medium / Monitor
0.3726495,0.021677103,Medium / Monitor
0.19906968,0.023057412,Low Risk
0.35397875,0.019958192,Medium / Monitor
0.4436913,0.035845853,Medium / Monitor
0.5275325,0.021169897,Medium / Monitor
0.28253558,0.03473539,Low Risk
0.3300486,0.032013297,Medium / Monitor
0.4498072,0.0234939,Medium / Monitor
0.40038586,0.020350575,Medium / Monitor
0.4438663,0.045394827,Medium / Monitor
0.40482834,0.014886325,Medium / Monitor
0.5065229,0.016656606,Medium / Monitor
0.33489284,0.017723475,Medium / Monitor
0.7836798,0.0115839755,High Risk (Confident)
0.34666565,0.0236449,Medium / Monitor
0.54854906,0.0180922,Medium / Monitor
0.61572385,0.013981165,Medium / Monitor
0.5964579,0.027676148,Medium / Monitor
0.3295273,0.024026206,Medium / Monitor
0.5369991,0.025493914,Medium / Monitor
0.500433,0.015914828,Medium / Monitor
0.318871,0.020308789,Medium / Monitor
0.22039615,0.020617157,Low Risk
0.27619842,0.016614376,Low Risk
0.5686609,0.03571753,Medium / Monitor
0.49766704,0.02404,Medium / Monitor
0.15692826,0.037786264,Low Risk
0.4604321,0.01648891,Medium / Monitor
0.53111166,0.019251546,Medium / Monitor
0.39038417,0.018195868,Medium / Monitor
0.50444615,0.017382434,Medium / Monitor
0.5485321,0.022246987,Medium / Monitor
0.6096867,0.022612903,Medium / Monitor
0.3931409,0.042497955,Medium / Monitor
0.58329785,0.03872911,Medium / Monitor
0.38535687,0.018497432,Medium / Monitor
0.55088025,0.014750548,Medium / Monitor
0.47362563,0.0164124,Medium / Monitor
0.3535073,0.026236717,Medium / Monitor
0.02324357,0.010232819,Low Risk
0.6045935,0.018650653,Medium / Monitor
0.17707328,0.028440302,Low Risk
0.6212838,0.030055048,Medium / Monitor
0.41025716,0.019319592,Medium / Monitor
0.48226994,0.018135194,Medium / Monitor
0.19227545,0.027574047,Low Risk
0.7413424,0.013534253,High Risk (Confident)
0.36125538,0.01667184,Medium / Monitor
0.7432021,0.020679962,High Risk (Confident)
0.5958773,0.017382476,Medium / Monitor
0.58563346,0.050424963,Medium / Monitor
0.21951194,0.032163784,Low Risk
0.41953906,0.034937438,Medium / Monitor
0.4541458,0.029795991,Medium / Monitor
0.10004813,0.019022949,Low Risk
0.30341008,0.018819293,Medium / Monitor
0.2814631,0.0205378,Low Risk
0.22240464,0.021061676,Low Risk
0.45929393,0.016378405,Medium / Monitor
0.70932186,0.019020023,High Risk (Confident)
0.1879279,0.020911355,Low Risk
0.2606665,0.017721241,Low Risk
0.53901225,0.0239643,Medium / Monitor
0.55110896,0.02984932,Medium / Monitor
0.28693733,0.01620291,Low Risk
0.7737561,0.014992443,High Risk (Confident)
0.34642872,0.03940754,Medium / Monitor
0.60952747,0.022928836,Medium / Monitor
0.67208314,0.052535735,Medium / Monitor
0.43851402,0.018304793,Medium / Monitor
0.6258039,0.015152178,Medium / Monitor
0.508196,0.02046891,Medium / Monitor
0.36011398,0.030797508,Medium / Monitor
0.34699357,0.019520327,Medium / Monitor
0.50224614,0.021642841,Medium / Monitor
0.20428176,0.025483804,Low Risk
0.44133943,0.02284175,Medium / Monitor
0.5668886,0.019860066,Medium / Monitor
0.31671622,0.035988394,Medium / Monitor
0.18506788,0.018400628,Low Risk
0.5820382,0.018695224,Medium / Monitor
0.32488146,0.020306014,Medium / Monitor
0.6760906,0.0148692485,Medium / Monitor
0.2916276,0.016197884,Low Risk
0.64035386,0.0146877095,Medium / Monitor
0.19699803,0.014503511,Low Risk
0.05598607,0.022029262,Low Risk
0.24538341,0.019828245,Low Risk
0.39774784,0.014857229,Medium / Monitor
0.5736582,0.01501475,Medium / Monitor
0.42267644,0.02068479,Medium / Monitor
0.4817475,0.01642622,Medium / Monitor
0.2665901,0.02528856,Low Risk
0.48838717,0.03152087,Medium / Monitor
0.49440205,0.027306307,Medium / Monitor
0.14099927,0.016014023,Low Risk
0.6611871,0.017572891,Medium / Monitor
0.3258951,0.0131330835,Medium / Monitor
0.41434953,0.02363976,Medium / Monitor
0.5261699,0.018312344,Medium / Monitor
0.6739375,0.01915819,Medium / Monitor
0.63924843,0.013289358,Medium / Monitor
0.5677763,0.022248143,Medium / Monitor
0.62542766,0.04006702,Medium / Monitor
0.48460323,0.032737426,Medium / Monitor
0.5013483,0.020338774,Medium / Monitor
0.586538,0.014807046,Medium / Monitor
0.6276415,0.0133886365,Medium / Monitor
0.5161422,0.025260461,Medium / Monitor
0.77631867,0.01436639,High Risk (Confident)
0.08087047,0.015530212,Low Risk
0.8118664,0.009030176,High Risk (Confident)
0.38737902,0.020408478,Medium / Monitor
0.84608,0.012410403,High Risk (Confident)
0.45506474,0.015910069,Medium / Monitor
0.57427853,0.022290805,Medium / Monitor
0.27998236,0.010846731,Low Risk
0.3412921,0.015539097,Medium / Monitor
0.4890043,0.020942993,Medium / Monitor
0.49616167,0.023233956,Medium / Monitor
0.4895493,0.014057669,Medium / Monitor
0.28926334,0.017886113,Low Risk
0.7216467,0.018571485,High Risk (Confident)
0.54060537,0.023963036,Medium / Monitor
0.5891656,0.015707094,Medium / Monitor
0.22846317,0.023157127,Low Risk
0.2976433,0.013952286,Low Risk
0.69507885,0.0147686675,Medium / Monitor
0.74900377,0.019314501,High Risk (Confident)
0.47078794,0.031697962,Medium / Monitor
0.55292106,0.021115309,Medium / Monitor
0.6435288,0.042944364,Medium / Monitor
0.20033926,0.039855696,Low Risk
0.6076107,0.017452093,Medium / Monitor
0.5093608,0.019035352,Medium / Monitor
0.40120536,0.021992674,Medium / Monitor
0.5605774,0.018765494,Medium / Monitor
0.7144836,0.011736916,High Risk (Confident)
0.36871418,0.015378744,Medium / Monitor
0.19543496,0.02007138,Low Risk
0.62498206,0.013993814,Medium / Monitor
0.34198305,0.025597703,Medium / Monitor
0.62770003,0.01688171,Medium / Monitor
0.64240754,0.013296949,Medium / Monitor
0.5846851,0.022117516,Medium / Monitor
0.383199,0.01276011,Medium / Monitor
0.60015553,0.018887788,Medium / Monitor
0.39855134,0.038309924,Medium / Monitor
0.73283345,0.021517213,High Risk (Confident)
0.49128535,0.024109932,Medium / Monitor
0.37539446,0.023289332,Medium / Monitor
0.4816455,0.020211004,Medium / Monitor
0.3384527,0.017379818,Medium / Monitor
0.4728838,0.03760938,Medium / Monitor
0.4704532,0.019771963,Medium / Monitor
0.41471234,0.042781644,Medium / Monitor
0.5296915,0.017138043,Medium / Monitor
0.24051516,0.013629823,Low Risk
0.41944748,0.016770385,Medium / Monitor
0.11964477,0.023066342,Low Risk
0.3180238,0.017918391,Medium / Monitor
0.548235,0.028635658,Medium / Monitor
0.36018017,0.024238419,Medium / Monitor
0.55142945,0.023341985,Medium / Monitor
0.5390518,0.015979411,Medium / Monitor
0.29077855,0.031178737,Low Risk
0.24186943,0.013549772,Low Risk
0.35997847,0.029703446,Medium / Monitor
0.48432678,0.015547563,Medium / Monitor
0.4029864,0.030895196,Medium / Monitor
0.4355584,0.017490905,Medium / Monitor
0.4505924,0.016334299,Medium / Monitor
0.63733083,0.038873363,Medium / Monitor
0.6264929,0.013973592,Medium / Monitor
0.5274955,0.021240178,Medium / Monitor
0.3002856,0.044324864,Medium / Monitor
0.5215004,0.016267408,Medium / Monitor
0.53183097,0.033883404,Medium / Monitor
0.1014664,0.04855824,Low Risk
0.37174267,0.02016228,Medium / Monitor
0.47535974,0.024753403,Medium / Monitor
0.25960302,0.027632495,Low Risk
0.497803,0.015946958,Medium / Monitor
0.3680127,0.01782572,Medium / Monitor
0.5094332,0.027071862,Medium / Monitor
0.24333745,0.016481744,Low Risk
0.56010896,0.026130155,Medium / Monitor
0.54773515,0.032188464,Medium / Monitor
0.4993273,0.01682447,Medium / Monitor
0.45556274,0.013985229,Medium / Monitor
0.496159,0.037546825,Medium / Monitor
0.22810616,0.015641328,Low Risk
0.30358982,0.042486925,Medium / Monitor
0.4349705,0.020864375,Medium / Monitor
0.4546271,0.022982111,Medium / Monitor
0.63192964,0.015108156,Medium / Monitor
0.58363014,0.0140971,Medium / Monitor
0.39277238,0.021488206,Medium / Monitor
0.63060135,0.016331429,Medium / Monitor
0.54904896,0.027967406,Medium / Monitor
0.5322899,0.042126175,Medium / Monitor
0.6332948,0.019843547,Medium / Monitor
0.5625223,0.018040245,Medium / Monitor
0.6180097,0.025643347,Medium / Monitor
0.16895582,0.017578108,Low Risk
0.5231006,0.027060494,Medium / Monitor
0.32023773,0.047177713,Medium / Monitor
0.70209414,0.019371442,High Risk (Confident)
0.67407626,0.021055385,Medium / Monitor
0.4977205,0.021696,Medium / Monitor
0.31180483,0.038932014,Medium / Monitor
0.3600432,0.021017011,Medium / Monitor
0.11241808,0.05074994,Low Risk
0.60153395,0.028976845,Medium / Monitor
0.06817427,0.023615528,Low Risk
0.6307014,0.018773684,Medium / Monitor
0.29200453,0.029961511,Low Risk
0.40573582,0.015108578,Medium / Monitor
0.41235897,0.020801397,Medium / Monitor
0.52258635,0.03248902,Medium / Monitor
0.60290927,0.016301526,Medium / Monitor
0.42641038,0.017267361,Medium / Monitor
0.45664904,0.032110244,Medium / Monitor
0.72540987,0.019218786,High Risk (Confident)
0.3934786,0.015344234,Medium / Monitor
0.2254384,0.021432962,Low Risk
0.54539883,0.01665629,Medium / Monitor
0.68102485,0.017339088,Medium / Monitor
0.5641796,0.018742884,Medium / Monitor
0.5887578,0.013090035,Medium / Monitor
0.7188014,0.016936528,High Risk (Confident)
0.41584823,0.014821276,Medium / Monitor
0.25504082,0.035989523,Low Risk
0.66779274,0.022493446,Medium / Monitor
0.3572757,0.022463776,Medium / Monitor
0.6803652,0.02093048,Medium / Monitor
0.49127597,0.024473695,Medium / Monitor
0.3657201,0.017899297,Medium / Monitor
0.40028873,0.016949233,Medium / Monitor
0.4376513,0.03091891,Medium / Monitor
0.653411,0.013053827,Medium / Monitor
0.3228332,0.026894031,Medium / Monitor
0.38364422,0.026964819,Medium / Monitor
0.6122176,0.011867258,Medium / Monitor
0.28132278,0.022878136,Low Risk
0.4521665,0.010739996,Medium / Monitor
0.6073237,0.024415968,Medium / Monitor
0.70347947,0.01755795,High Risk (Confident)
0.47025865,0.028267447,Medium / Monitor
0.28494662,0.021851748,Low Risk
0.31410027,0.021943048,Medium / Monitor
0.2636503,0.021734273,Low Risk
0.23654081,0.014302231,Low Risk
0.41751263,0.024509562,Medium / Monitor
0.5086086,0.02429321,Medium / Monitor
0.66769,0.017813899,Medium / Monitor
0.51202303,0.015592407,Medium / Monitor
0.2848162,0.026269345,Low Risk
0.4578344,0.01404602,Medium / Monitor
0.37520328,0.015231116,Medium / Monitor
0.5377625,0.03947551,Medium / Monitor
0.3604145,0.015948528,Medium / Monitor
0.060654625,0.01311374,Low Risk
0.52364886,0.01518816,Medium / Monitor
0.51955307,0.028397052,Medium / Monitor
0.69978625,0.015581462,Medium / Monitor
0.5829924,0.016236747,Medium / Monitor
0.35372597,0.046137787,Medium / Monitor
0.67129314,0.02058564,Medium / Monitor
0.46092668,0.018169023,Medium / Monitor
0.22913727,0.013298349,Low Risk
0.6731003,0.01345213,Medium / Monitor
0.6264306,0.027845839,Medium / Monitor
0.30636245,0.018319141,Medium / Monitor
0.48056147,0.02501923,Medium / Monitor
0.42905083,0.01693313,Medium / Monitor
0.62526095,0.02025249,Medium / Monitor
0.3771325,0.021735236,Medium / Monitor
0.7114801,0.016169623,High Risk (Confident)
0.4271895,0.020668633,Medium / Monitor
